device_id,UTC_datetime,UTC_date,UTC_time,datatype,satcount,U_bat_mV,bat_soc_pct,solar_I_mA,hdop,Latitude,Longitude,Altitude_m,speed_km_h,direction_deg,temperature_C,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,
193836,2026-03-11 15:52:50,2026-03-11,15:52:50,GPS,5,4158,100,2,2.0,39.273063999999998,-1.537790000000000,773,24,95,26,342,15,-27,-35,-9,1049,
193836,2026-03-11 16:08:14,2026-03-11,16:08:14,GPS,7,4156,100,2,1.1,39.278422999999997,-1.526783000000000,892,27,227,26,8,-518,-82,-56,-61,1119,
193836,2026-03-11 16:22:50,2026-03-11,16:22:50,GPS,6,4156,100,2,1.9,39.288017000000004,-1.563093000000000,817,9,252,25,-123,-370,-105,-47,-26,1264,
193836,2026-03-11 16:37:53,2026-03-11,16:37:53,GPS,6,4156,100,1,1.7,39.268065999999997,-1.571072000000000,938,45,217,23,-183,-286,-102,-4,-89,1060,
193836,2026-03-11 16:43:19,2026-03-11,16:43:19,GPS,6,4153,100,0,1.6,39.266319000000003,-1.572977000000000,654,1,161,25,-294,-82,82,-35,-443,910,
193836,2026-03-12 07:51:36,2026-03-12,07:51:36,GPS,4,4139,98,0,1.3,39.267696000000001,-1.564152000000000,631,0,278,29,-159,53,87,-77,-876,424,
193836,2026-03-12 08:06:18,2026-03-12,08:06:18,GPS,4,4130,97,0,1.4,39.267715000000003,-1.564142000000000,655,0,191,30,-155,3,85,26,-870,447,
193836,2026-03-12 08:21:18,2026-03-12,08:21:18,GPS,4,4130,97,0,1.5,39.267955999999998,-1.564130000000000,685,4,21,31,-137,9,77,6,-849,506,
193836,2026-03-12 08:36:35,2026-03-12,08:36:35,GPS,5,4130,97,0,2.0,39.267772999999998,-1.564030000000000,680,0,359,30,-268,-3,312,2,-878,440,
193836,2026-03-12 08:51:11,2026-03-12,08:51:11,GPS,6,4130,97,5,1.6,39.266616999999997,-1.569540000000000,654,27,297,29,311,-477,-70,-34,250,934,
193836,2026-03-12 09:06:06,2026-03-12,09:06:06,GPS,6,4130,97,0,1.7,39.266350000000003,-1.572902000000000,645,2,343,30,-154,25,91,39,-788,621,
193836,2026-03-12 09:21:06,2026-03-12,09:21:06,GPS,6,4133,97,2,1.7,39.283183999999999,-1.554620000000000,696,32,68,26,410,-140,-79,-24,-174,1642,
193836,2026-03-12 09:36:09,2026-03-12,09:36:09,GPS,5,4144,99,2,2.0,39.291573000000000,-1.562228000000000,712,42,143,24,236,-227,-168,-50,-51,1301,
193836,2026-03-12 09:51:06,2026-03-12,09:51:06,GPS,6,4156,100,2,1.4,39.278008000000000,-1.548112000000000,729,41,95,24,-72,-38,-84,-8,-52,1131,
193836,2026-03-12 10:06:08,2026-03-12,10:06:08,GPS,6,4158,100,5,1.3,39.275181000000003,-1.533435000000000,742,9,70,24,307,-323,-141,-34,-28,1012,
193836,2026-03-12 10:22:28,2026-03-12,10:22:28,GPS,5,4167,100,10,1.5,39.285294000000000,-1.559125000000000,765,27,64,27,195,-152,-155,-44,-11,1239,
193836,2026-03-12 10:36:08,2026-03-12,10:36:08,GPS,4,4170,100,7,2.0,39.266177999999996,-1.563653000000000,664,7,144,26,196,81,-20,-249,-337,1834,
193836,2026-03-12 10:52:01,2026-03-12,10:52:01,GPS,4,4164,100,8,1.8,39.271545000000003,-1.561838000000000,784,23,44,29,460,-61,9,-64,-99,1248,
193836,2026-03-12 11:07:16,2026-03-12,11:07:16,GPS,4,4161,100,0,1.7,39.267792000000000,-1.564003000000000,695,1,301,31,346,-331,-115,-162,-200,963,
193836,2026-03-12 11:22:31,2026-03-12,11:22:31,GPS,0,4161,100,3,0.0,0.000000000000000,0.000000000000000,0,0,0,29,35,-156,-119,-97,-31,1282,
193836,2026-03-12 11:36:35,2026-03-12,11:36:35,GPS,4,4164,100,0,1.8,39.268959000000002,-1.563545000000000,677,0,62,30,-224,-139,36,-47,-249,1001,
193836,2026-03-12 11:51:10,2026-03-12,11:51:10,GPS,5,4156,100,0,1.7,39.270949999999999,-1.562373000000000,667,1,324,31,-260,-294,94,-20,-384,945,
193836,2026-03-12 12:07:22,2026-03-12,12:07:22,GPS,4,4161,100,3,2.0,39.270282999999999,-1.559515000000000,866,18,231,31,-134,-201,-43,-61,-30,1086,
193836,2026-03-12 12:22:05,2026-03-12,12:22:05,GPS,5,4172,100,6,1.8,39.257956999999998,-1.555658000000000,1314,22,53,30,26,-153,-116,-82,2,1143,
193836,2026-03-12 12:36:41,2026-03-12,12:36:41,GPS,5,4167,100,1,1.7,39.258082999999999,-1.562755000000000,703,23,209,33,83,-717,173,40,0,1229,
193836,2026-03-12 12:51:18,2026-03-12,12:51:18,GPS,5,4175,100,10,1.7,39.284194999999997,-1.563775000000000,679,54,158,29,-107,-183,-75,-90,-55,1105,
193836,2026-03-12 13:06:18,2026-03-12,13:06:18,GPS,5,4181,100,7,1.7,39.260283999999999,-1.560555000000000,683,3,238,29,479,-552,76,-41,-4,1238,
193836,2026-03-12 13:21:18,2026-03-12,13:21:18,GPS,5,4181,100,0,1.9,39.267856999999999,-1.564173000000000,707,0,225,29,-143,-223,-55,56,44,976,
193836,2026-03-12 13:36:35,2026-03-12,13:36:35,GPS,5,4172,100,0,1.3,39.267864000000003,-1.564015000000000,675,1,344,31,397,-443,-56,-178,5,1136,
193836,2026-03-12 13:51:06,2026-03-12,13:51:06,GPS,4,4172,100,15,1.9,39.270504000000003,-1.561343000000000,644,46,176,31,-94,-90,-12,-20,-11,867,
193836,2026-03-12 14:07:05,2026-03-12,14:07:05,GPS,4,4172,100,0,1.6,39.270381999999998,-1.561730000000000,680,0,166,33,360,-531,-42,-9,-66,1044,
193836,2026-03-12 14:21:11,2026-03-12,14:21:11,GPS,5,4175,100,7,2.0,39.266280999999999,-1.562552000000000,650,9,320,30,370,-14,12,-33,7,1044,
193836,2026-03-12 14:36:59,2026-03-12,14:36:59,GPS,6,4178,100,9,1.6,39.268749000000000,-1.563448000000000,687,31,176,29,-207,-236,10,-68,-46,1071,
193836,2026-03-12 14:51:13,2026-03-12,14:51:13,GPS,4,4172,100,0,1.8,39.267605000000003,-1.564020000000000,611,1,318,30,39,-405,-86,-271,-21,1003,
193836,2026-03-12 15:06:09,2026-03-12,15:06:09,GPS,5,4178,100,7,1.4,39.268532000000000,-1.564648000000000,651,27,330,30,309,-678,108,-136,-86,1194,
193836,2026-03-12 15:21:13,2026-03-12,15:21:13,GPS,5,4181,100,0,1.4,39.272010999999999,-1.558953000000000,1297,33,227,28,-46,-494,-23,-38,-97,1144,
193836,2026-03-12 15:36:10,2026-03-12,15:36:10,GPS,5,4181,100,5,1.4,39.288406000000002,-1.552348000000000,860,24,217,28,-104,-414,-44,-31,-155,1253,
193836,2026-03-12 15:51:10,2026-03-12,15:51:10,GPS,5,4178,100,0,1.4,39.267947999999997,-1.553767000000000,868,13,233,28,-36,133,117,-78,-68,1135,
193836,2026-03-12 16:06:15,2026-03-12,16:06:15,GPS,4,4178,100,0,1.6,39.267490000000002,-1.564207000000000,697,26,232,27,327,-646,56,-49,25,976,
193836,2026-03-12 16:21:09,2026-03-12,16:21:09,GPS,4,4178,100,0,1.7,39.267955999999998,-1.564070000000000,695,14,312,29,114,-405,-127,-165,-294,1385,
193836,2026-03-12 16:36:19,2026-03-12,16:36:19,GPS,4,4178,100,0,1.9,39.267775999999998,-1.564100000000000,660,20,176,28,-40,-586,28,-52,34,870,
193836,2026-03-12 16:44:59,2026-03-12,16:44:59,GPS,6,4175,100,0,1.3,39.267932999999999,-1.564078000000000,692,0,38,29,429,-410,-54,-116,122,1077,
